92391,90963
92391,92392
92392,90963
92392,92393
92393,90963
92393,92394
92394,90963
92394,92395
92395,90963
92395,92396
92396,90963
92396,92397
92397,90963
92365,92401
92365,92402
87157,90387
87374,90387
88759,90387
88997,90387
89144,90387
89827,90387
90729,90387
90956,90387
90963,90387
90746,92413
90963,92414
88951,75139
88951,92415
91876,90963
91876,92416
90963,90387
92414,90387
92416,90963
92416,92417
92417,90963
92417,92418
90387,92419
92418,92419
92401,92421
92401,92422
92421,88865
92421,92423
92423,92425
92423,92426
75139,92433
75139,92434
92425,90884
92425,92435
92434,92436
89826,90884
89826,92437
89181,92438
92435,92439
92435,92440
92440,92442
87048,74296
90811,88170
65393,89906
65393,92450
92450,92451
92450,92452
92452,92454
92452,92455
90782,59624
90782,92458
59624,92460
92366,92461
92455,92463
92455,92464
90826,72952
92464,92470
92464,92471
92471,92472
92471,92473
90819,65393
90819,92475
65393,92476
92433,92479
92436,92479
92472,92480
92472,92481
90759,92482
92481,92483
92481,92484
92483,92493
92483,92494
90812,77639
92437,92497
92437,92498
89468,92498
89468,92501
92493,92505
92493,92506
88035,92508
88064,92508
58582,92509
58623,92509
58630,92509
58655,92509
58697,92509
58708,92509
58765,92509
58817,92509
58882,92509
58951,92509
58963,92509
58988,92509
59038,92509
59047,92509
59302,92509
59355,92509
59365,92509
59379,92509
59464,92509
59475,92509
59804,92509
59820,92509
59831,92509
59917,92509
59923,92509
59985,92509
60000,92509
60044,92509
60066,92509
60143,92509
60160,92509
60211,92509
60320,92509
60429,92509
60474,92509
60498,92509
60503,92509
60806,92509
60820,92509
60828,92509
60963,92509
61044,92509
61160,92509
61176,92509
61337,92509
61561,92509
61613,92509
61683,92509
61726,92509
61773,92509
62078,92509
63650,92509
63880,92509
64097,92509
64128,92509
64136,92509
64203,92509
64507,92509
64510,92509
64567,92509
64596,92509
64617,92509
64822,92509
64831,92509
65160,92509
65266,92509
65426,92509
65774,92509
65784,92509
65910,92509
65964,92509
66038,92509
66045,92509
66057,92509
66114,92509
66273,92509
66425,92509
66548,92509
66562,92509
66587,92509
66829,92509
66874,92509
66971,92509
67223,92509
67527,92509
67551,92509
67737,92509
67857,92509
67879,92509
67991,92509
68000,92509
68131,92509
68138,92509
68238,92509
68289,92509
68468,92509
68580,92509
68630,92509
68830,92509
69028,92509
69241,92509
69263,92509
69642,92509
69657,92509
69862,92509
69892,92509
69975,92509
69992,92509
70278,92509
70507,92509
71109,92509
71273,92509
71537,92509
71566,92509
73807,92509
76845,92509
92497,92511
92497,92512
90758,90789
92505,92513
92505,92514
92513,92515
92513,92516
92512,92518
92512,92519
92516,88826
92516,92521
92521,92523
92521,92524
92508,88035
92508,92527
92524,92528
92524,92529
87539,92530
92527,88064
88865,92529
88865,92531
90892,92529
90892,92531
92528,92532
92528,92533
92532,92534
92532,92535
92530,86578
92458,90165
83646,92544
85230,92546
85230,92547
88010,77105
88010,92551
92535,92552
92535,92553
77105,92554
51338,90795
51902,90795
56708,90795
57897,90795
58248,90795
59527,90795
60396,90795
60588,90795
60880,90795
61027,90795
62802,90795
63340,90795
64576,90795
65143,90795
65335,90795
67029,90795
67256,90795
70823,90795
70952,90795
89120,90795
90042,92558
90784,92558
90292,88566
90309,88566
92554,88035
92554,92563
92563,88064
90871,77639
90216,92571
90037,92581
90037,92582
86799,87026
86799,92586
90345,87026
90345,92586
90715,87026
90715,92586
90756,87026
90756,92586
90775,87026
90775,92586
90882,87026
90882,92586
88189,92591
88539,92591
90905,92592
90905,92593
74254,92594
92593,92594
90252,92596
90082,87048
90791,87048
90799,87048
90815,87048
90834,87048
90866,87048
90887,87048
90893,87048
90795,86776
92553,92605
92553,92606
77822,92607
65393,92608
65393,92609
92605,92610
92609,69009
92609,92611
92611,92612
92611,92613
92612,92617
92612,92618
92361,72952
90939,92623
90939,92624
92624,92623
92624,92625
92405,72952
90909,89240
59624,92637
92412,88170
89851,71434
89851,92639
90927,76665
89942,76665
92617,86821
92617,92641
92641,92643
92641,92644
92643,92650
92643,92651
90314,50813
75761,92655
90330,92655
84956,92656
84957,92656
84960,92656
84962,92656
84963,92656
84966,92656
84968,92656
84969,92656
84971,92656
88176,92656
90316,92656
92596,92656
92656,92658
89801,69418
58851,59624
58851,92660
60544,92663
60544,92664
88704,92665
92592,74796
92592,92673
75941,92676
85185,92676
92468,92687
92651,92690
92651,92691
92639,70233
92639,92694
88996,86834
89165,86834
89360,86834
89539,86834
90006,86834
90064,86834
90239,86834
90259,86834
90263,86834
90331,86834
90337,86834
90347,86834
90348,86834
90757,86834
90769,86834
90792,86834
