50009 171 5000000000.0
171 50009 4000000000.0
171 50171 1000000000.0
50009 183 4000000000.0
183 50009 3000000000.0
183 50183 1000000000.0
50009 185 3000000000.0
185 50009 2900000000.0
185 50185 100000000.0
50009 187 2900000000.0
187 50009 2800000000.0
187 50187 100000000.0
50187 192 100000000.0
192 50192 100000000.0
50185 227 100000000.0
227 50227 100000000.0
50009 255 2800000000.0
255 50009 1800000000.0000002
255 50255 1000000000.0
50192 504 100000000.0
50255 504 1000000000.0
50367 504 5000000000.0
504 50504 6100000000.0
50293 533 5000000000.0
533 50293 2500000000.0
533 50533 2500000000.0
50533 555 2500000000.0
555 50533 2400000000.0
555 50555 100000000.0
50533 557 2400000000.0
50555 557 100000000.0
557 50555 2400000000.0
557 50557 100000000.0
50555 558 2400000000.0
50557 558 100000000.0
558 50557 2500000000.0
50557 559 2500000000.0
559 50555 100000000.0
559 50557 2400000000.0
50275 600 5000000000.0
50424 600 5000000000.0
50438 600 5000000000.0
50449 600 5000000000.0
50457 600 5000000000.0
600 50598 25000000000.0
50324 601 5000000000.0
601 50599 5000000000.0
50336 609 5000000000.0
609 50336 2500000000.0
609 50607 2500000000.0
50509 724 5000000000.0
50514 724 5000000000.0
724 50722 10000000000.0
50364 746 5000000000.0
50517 746 5000000000.0
746 50744 10000000000.0
50610 962 5000000000.0
50755 962 5000000000.0
50788 962 5000000000.0
962 50960 15000000000.0
50446 1075 5000000000.0
50472 1075 5000000000.0
50480 1075 5000000000.0
50500 1075 5000000000.0
50529 1075 5000000000.0
50573 1075 5000000000.0
50638 1075 5000000000.0
50773 1075 5000000000.0
50840 1075 5000000000.0
50844 1075 5000000000.0
1075 51073 50000000000.0
50336 1077 2500000000.0
50414 1077 5000000000.0
50550 1077 5000000000.0
50680 1077 5000000000.0
50746 1077 5000000000.0
50830 1077 5000000000.0
1077 50744 27500000000.0
50401 1206 5000000000.0
50440 1206 5000000000.0
50604 1206 5000000000.0
50789 1206 5000000000.0
50951 1206 5000000000.0
50966 1206 5000000000.0
50976 1206 5000000000.0
51009 1206 5000000000.0
1206 51203 40000000000.0
50764 1236 5000000000.0
50901 1236 5000000000.0
1236 51233 10000000000.0
50327 1320 5000000000.0
50468 1320 5000000000.0
50783 1320 5000000000.0
50825 1320 5000000000.0
50956 1320 5000000000.0
50962 1320 5000000000.0
51016 1320 5000000000.0
51114 1320 5000000000.0
51143 1320 5000000000.0
51157 1320 5000000000.0
1320 50744 50000000000.0
50837 1414 5000000000.0
50943 1414 5000000000.0
51003 1414 5000000000.0
1414 51410 15000000000.0
50621 1480 5000000000.0
51211 1480 5000000000.0
51260 1480 5000000000.0
51316 1480 5000000000.0
51319 1480 5000000000.0
51353 1480 5000000000.0
1480 50744 30000000000.0
50866 1613 5000000000.0
50939 1613 5000000000.0
51001 1613 5000000000.0
51015 1613 5000000000.0
51048 1613 5000000000.0
51132 1613 5000000000.0
51153 1613 5000000000.0
51154 1613 5000000000.0
51225 1613 5000000000.0
51289 1613 5000000000.0
1613 51608 50000000000.0
51430 1795 5000000000.0
1795 51790 5000000000.0
51137 1974 5000000000.0
51162 1974 5000000000.0
51362 1974 5000000000.0
51403 1974 5000000000.0
51411 1974 5000000000.0
51417 1974 5000000000.0
51418 1974 5000000000.0
51419 1974 5000000000.0
51420 1974 5000000000.0
51534 1974 5000000000.0
51541 1974 5000000000.0
51597 1974 5000000000.0
51600 1974 5000000000.0
51613 1974 5000000000.0
51620 1974 5000000000.0
51643 1974 5000000000.0
51735 1974 5000000000.0
51742 1974 5000000000.0
51757 1974 5000000000.0
51765 1974 5000000000.0
1974 50744 100000000000.0
51681 1997 5000000000.0
51738 1997 5000000000.0
51790 1997 5000000000.0
1997 51991 15000000000.0
51849 2308 5000000000.0
51859 2308 5000000000.0
51923 2308 5000000000.0
51927 2308 5000000000.0
51961 2308 5000000000.0
52020 2308 5000000000.0
52062 2308 5000000000.0
52102 2308 5000000000.0
52132 2308 5000000000.0
52140 2308 5000000000.0
52151 2308 5000000000.0
52178 2308 5000000000.0
2308 50744 60000000000.0
50426 2550 5000000000.0
50537 2550 5000000000.0
50665 2550 5000000000.0
50699 2550 5000000000.0
50768 2550 5000000000.0
50819 2550 5000000000.0
50835 2550 5000000000.0
50858 2550 5000000000.0
50885 2550 5000000000.0
50983 2550 5000000000.0
51059 2550 5000000000.0
51081 2550 5000000000.0
51171 2550 5000000000.0
51214 2550 5000000000.0
51253 2550 5000000000.0
51336 2550 5000000000.0
51396 2550 5000000000.0
51492 2550 5000000000.0
51546 2550 5000000000.0
51636 2550 5000000000.0
2550 52543 100000000000.0
52483 2649 5000000000.0
52509 2649 5000000000.0
2649 52642 10000000000.0
50702 2788 5000000000.0
2788 52781 5000000000.0
52702 2847 5000000000.0
2847 52840 5000000000.0
52840 2848 5000000000.0
2848 52840 5000000000.0
52840 2849 5000000000.0
2849 52840 4999000000.0
2849 52841 1000000.0
52840 2850 4999000000.0
2850 52840 4998000000.0
2850 52842 1000000.0
52840 2851 4998000000.0
2851 52840 4997000000.0
2851 52843 1000000.0000000001
52840 2853 4997000000.0
2853 52840 4996000000.0
2853 52845 1000000.0
52840 2854 4996000000.0
2854 52840 4995000000.0
2854 52846 999999.9999999999
52840 2855 4995000000.0
2855 52840 4994000000.0
2855 52847 1000000.0
52840 2856 4994000000.0
2856 52840 3494000000.0
2856 52848 1500000000.0
52840 2857 3494000000.0
2857 52840 3493000000.0
2857 52848 999999.9999999999
52840 2862 3393000000.0
2862 52840 3393000000.0
52840 2863 3293000000.0
2863 52840 3293000000.0
52840 2864 3292000000.0
2864 52840 3292000000.0
51305 2962 5000000000.0
2962 51305 3100000000.0
2962 52950 1900000000.0
52781 2964 5000000000.0
2964 52642 1901000000.0
2964 52781 3099000000.0
52660 2972 5000000000.0
2972 52660 4998000000.0
2972 52959 2000000.0
51894 3358 5000000000.0
51939 3358 5000000000.0
51942 3358 5000000000.0
